Timestamp,Temperature,Signal Strength,CPU Usage,RAM Usage,Storage Usage,Transfer Status
2023-11-20 15:30:48,57.5,-59,1.5999999999999943,28.7471,7.0,1
2023-11-20 15:35:49,57.5,-59,1.5999999999999943,28.6758,7.0,1
2023-11-20 15:40:49,56.9,-60,0.0,28.6995,7.0,1
2023-11-20 15:45:49,58.5,-59,1.5999999999999943,29.0108,7.0,1
2023-11-20 15:50:50,57.5,-60,0.0,29.3857,7.0,1
2023-11-20 15:55:50,57.5,-59,1.5999999999999943,29.4433,7.0,1
2023-11-20 16:00:50,57.5,-48,1.5999999999999943,28.8,7.0,1
2023-11-20 16:05:51,58.0,-48,1.5999999999999943,28.9155,7.0,1
2023-11-20 16:10:51,57.5,-60,21.0,29.0765,7.0,1
2023-11-20 16:15:52,59.1,-57,0.0,28.593,7.0,1
2023-11-20 16:20:52,58.5,-58,0.0,28.5629,7.0,1
2023-11-20 16:25:52,58.0,-58,3.299999999999997,28.7179,7.0,1
2023-11-20 16:30:53,58.0,-58,0.0,28.6458,7.0,1
2023-11-20 16:35:53,58.0,-57,1.5999999999999943,28.4418,7.0,1
2023-11-20 16:40:53,58.0,-57,3.200000000000003,28.532,7.0,1
2023-11-20 16:45:54,60.7,-63,6.5,29.5996,7.0,1
2023-11-20 16:50:54,58.5,-58,0.0,28.2936,7.0,1
2023-11-20 16:55:55,58.5,-58,1.5999999999999943,28.282,7.0,1
2023-11-20 17:00:55,58.0,-58,0.0,28.3593,7.0,1
2023-11-20 17:05:55,58.0,-58,0.0,28.3701,7.0,1
2023-11-20 17:10:56,58.0,-58,1.7000000000000028,28.4727,7.0,1
2023-11-20 17:15:56,59.1,-58,1.5999999999999943,28.6595,7.0,1
2023-11-20 17:20:56,58.5,-58,3.200000000000003,28.9344,7.0,1
2023-11-20 17:25:57,58.5,-58,0.0,28.9129,7.0,1
2023-11-20 17:30:57,58.5,-57,0.0,29.1538,7.0,1
2023-11-20 17:35:58,58.5,-58,0.0,29.04,7.0,1
2023-11-20 17:40:58,58.0,-57,3.200000000000003,28.702,7.0,1
2023-11-20 17:45:58,60.7,-57,1.5999999999999943,27.8547,7.0,1
2023-11-20 17:50:59,59.1,-58,1.5999999999999943,28.0175,7.0,1
2023-11-20 17:55:59,58.5,-58,1.5999999999999943,28.2443,7.0,1
2023-11-20 18:00:59,58.5,-58,1.5999999999999943,28.2958,7.0,1
2023-11-20 18:06:00,58.5,-59,1.5999999999999943,28.34,7.0,1
2023-11-20 18:11:00,58.5,-58,1.5999999999999943,28.3297,7.0,1
2023-11-20 18:16:01,60.1,-58,30.200000000000003,28.3868,7.0,1
2023-11-20 18:21:01,59.1,-58,3.200000000000003,28.6952,7.0,1
2023-11-20 18:26:01,59.1,-58,29.0,29.6043,7.0,1
2023-11-20 18:31:02,58.5,-59,1.5999999999999943,28.5955,7.0,1
2023-11-20 18:36:02,58.5,-58,0.0,28.7063,7.0,1
2023-11-20 18:41:02,59.1,-58,3.299999999999997,28.7278,7.0,1
2023-11-20 18:46:03,59.6,-58,1.5999999999999943,28.5054,7.0,1
2023-11-20 18:51:03,59.1,-58,0.0,28.3417,7.0,1
2023-11-20 18:56:04,59.1,-58,0.0,28.392,7.0,1
2023-11-20 19:01:04,58.5,-58,1.5999999999999943,28.4972,7.0,1
2023-11-20 19:06:04,59.1,-59,1.5999999999999943,28.2679,7.0,1
2023-11-20 19:11:05,58.5,-57,1.5999999999999943,28.5208,7.0,1
2023-11-20 19:16:05,61.2,-58,1.5999999999999943,28.5723,7.0,1
2023-11-20 19:21:06,58.5,-57,3.200000000000003,28.541,7.0,1
2023-11-20 19:26:06,59.1,-58,1.5999999999999943,28.6982,7.0,1
2023-11-20 19:31:06,59.1,-58,0.0,28.5316,7.0,1
2023-11-20 19:36:07,58.5,-58,0.0,28.5775,7.0,1
2023-11-20 19:41:07,59.1,-58,1.7000000000000028,28.5723,7.0,1
2023-11-20 19:46:08,60.1,-58,27.400000000000006,28.5281,7.0,1
2023-11-20 19:51:08,59.1,-58,0.0,28.9322,7.0,1
2023-11-20 19:56:08,59.1,-58,1.7000000000000028,29.0267,7.0,1
2023-11-20 20:01:09,59.1,-58,3.200000000000003,29.0404,7.0,1
2023-11-20 20:06:09,59.1,-58,1.5999999999999943,28.8094,7.0,1
2023-11-20 20:11:10,59.1,-58,0.0,28.8618,7.0,1
2023-11-20 20:16:10,60.7,-58,0.0,28.7179,7.0,1
2023-11-20 20:21:10,59.1,-57,1.5999999999999943,28.5908,7.0,1
2023-11-20 20:26:11,59.6,-57,1.5999999999999943,28.9142,7.0,1
2023-11-20 20:31:11,59.1,-58,1.5999999999999943,28.9133,7.0,1
2023-11-20 20:36:12,59.1,-58,0.0,28.5608,7.0,1
2023-11-20 20:41:12,59.1,-58,0.0,28.8103,7.0,1
2023-11-20 20:46:12,60.7,-57,0.0,29.0868,7.0,1
2023-11-20 20:51:13,59.6,-59,1.5999999999999943,28.7566,7.0,1
2023-11-20 20:56:13,58.5,-58,4.799999999999997,28.696,7.0,1
2023-11-20 21:01:13,59.1,-58,1.5999999999999943,28.736,7.0,1
2023-11-20 21:06:14,59.1,-57,1.5999999999999943,28.4822,7.0,1
2023-11-20 21:11:14,59.1,-58,3.200000000000003,28.6007,7.0,1
2023-11-20 21:16:15,60.1,-57,1.5999999999999943,28.8446,7.0,1
2023-11-20 21:21:15,59.1,-57,3.200000000000003,28.8773,7.0,1
2023-11-20 21:26:15,59.1,-58,1.5999999999999943,29.3591,7.0,1
2023-11-20 21:31:16,58.5,-58,1.5999999999999943,29.2208,7.0,1
2023-11-20 21:36:16,59.1,-58,1.5999999999999943,28.9683,7.0,1
2023-11-20 21:41:16,59.1,-58,1.5999999999999943,28.8519,7.0,1
2023-11-20 21:46:17,62.3,-64,3.299999999999997,28.7613,7.0,1
2023-11-20 21:51:17,59.6,-59,1.5999999999999943,28.7295,7.0,1
2023-11-20 21:56:18,59.1,-59,3.200000000000003,28.7343,7.0,1
2023-11-20 22:01:18,59.1,-59,0.0,28.742,7.0,1
2023-11-20 22:06:18,58.5,-59,1.5999999999999943,28.6806,7.0,1
2023-11-20 22:11:19,59.1,-59,0.0,28.8103,7.0,1
2023-11-20 22:16:19,59.6,-58,1.5999999999999943,29.0336,7.0,1
2023-11-20 22:21:19,59.1,-58,3.200000000000003,28.8403,7.0,1
2023-11-20 22:26:20,59.1,-58,4.799999999999997,28.8648,7.0,1
2023-11-20 22:31:20,58.0,-58,17.5,29.0306,7.0,1
2023-11-20 22:36:20,58.5,-58,1.5999999999999943,28.7557,7.0,1
2023-11-20 22:41:21,59.1,-58,3.200000000000003,28.8184,7.0,1
2023-11-20 22:46:21,60.1,-58,0.0,29.2758,7.0,1
2023-11-20 22:51:21,58.0,-59,1.5999999999999943,29.2011,7.0,1
2023-11-20 22:56:22,58.0,-59,3.299999999999997,29.08,7.0,1
2023-11-20 23:01:22,58.0,-58,1.5999999999999943,29.2633,7.0,1
2023-11-20 23:06:23,58.0,-59,3.200000000000003,29.0654,7.0,1
2023-11-20 23:11:23,58.5,-58,1.7000000000000028,29.2204,7.0,1
2023-11-20 23:16:23,61.8,-60,26.700000000000003,29.1023,7.0,1
2023-11-20 23:21:24,58.0,-58,1.5999999999999943,28.946,7.0,1
2023-11-20 23:26:24,58.5,-57,1.5999999999999943,28.526,7.0,1
2023-11-20 23:31:24,58.0,-58,1.5999999999999943,28.7128,7.0,1
2023-11-20 23:36:25,58.0,-58,1.5999999999999943,28.5659,7.0,1
2023-11-20 23:41:25,58.0,-59,0.0,28.6286,7.0,1
2023-11-20 23:46:25,58.0,-58,1.5999999999999943,28.7961,7.0,1
2023-11-20 23:51:26,58.0,-59,1.5999999999999943,28.7222,7.0,1
2023-11-20 23:56:26,58.0,-58,1.5999999999999943,28.7781,7.0,1
2023-11-21 00:01:01,61.8,-61,92.5,23.2356,7.0,1
2023-11-21 00:06:02,58.0,-62,1.5999999999999943,28.4053,7.0,1
2023-11-21 00:11:02,56.9,-61,0.0,28.3516,7.0,1
2023-11-21 00:16:02,60.1,-61,1.5999999999999943,28.0579,7.0,1
2023-11-21 00:21:03,56.9,-60,3.200000000000003,28.215,7.0,1
2023-11-21 00:26:03,56.9,-61,1.5999999999999943,28.4375,7.0,1
2023-11-21 00:31:03,56.4,-60,1.5999999999999943,28.4908,7.0,1
2023-11-21 00:36:04,56.9,-61,0.0,28.4418,7.0,1
2023-11-21 00:41:04,55.8,-61,0.0,28.4736,7.0,1
2023-11-21 00:46:05,56.9,-60,1.5999999999999943,28.8695,7.0,1
2023-11-21 00:51:05,56.4,-60,0.0,28.8317,7.0,1
2023-11-21 00:56:05,56.4,-61,1.5999999999999943,28.4976,7.0,1
2023-11-21 01:01:06,55.8,-61,1.5999999999999943,28.5754,7.0,1
2023-11-21 01:06:06,56.4,-60,1.5999999999999943,28.465,7.0,1
2023-11-21 01:11:07,56.4,-60,1.5999999999999943,28.1566,7.0,1
2023-11-21 01:16:07,56.9,-61,0.0,28.6857,7.0,1
2023-11-21 01:21:07,56.4,-60,3.200000000000003,28.3795,7.0,1
2023-11-21 01:26:08,56.4,-60,0.0,28.4289,7.0,1
2023-11-21 01:31:08,55.8,-60,1.5999999999999943,28.5603,7.0,1
2023-11-21 01:36:08,55.8,-61,0.0,28.5934,7.0,1
2023-11-21 01:41:09,55.8,-60,0.0,28.4435,7.0,1
2023-11-21 01:46:09,56.9,-60,1.5999999999999943,28.833,7.0,1
2023-11-21 01:51:10,56.9,-60,1.5999999999999943,28.7373,7.0,1
2023-11-21 01:56:10,55.8,-60,0.0,28.6595,7.0,1
2023-11-21 02:01:10,55.8,-61,19.700000000000003,28.6582,7.0,1
2023-11-21 02:06:11,56.4,-61,1.5999999999999943,28.5822,7.0,1
2023-11-21 02:11:11,55.8,-61,0.0,28.6436,7.0,1
2023-11-21 02:16:12,56.9,-60,1.5999999999999943,28.1931,7.0,1
2023-11-21 02:21:12,55.8,-60,1.5999999999999943,28.1068,7.0,1
2023-11-21 02:26:12,55.8,-60,0.0,28.1755,7.0,1
2023-11-21 02:31:13,56.4,-60,0.0,28.2408,7.0,1
2023-11-21 02:36:13,55.8,-61,1.5999999999999943,28.2571,7.0,1
2023-11-21 02:41:13,56.4,-61,1.5999999999999943,28.3263,7.0,1
2023-11-21 02:46:14,56.4,-61,3.200000000000003,28.7407,7.0,1
2023-11-21 02:51:14,55.8,-61,1.5999999999999943,28.8674,7.0,1
2023-11-21 02:56:15,55.8,-61,3.200000000000003,28.9769,7.0,1
2023-11-21 03:01:15,55.8,-60,1.7000000000000028,28.5788,7.0,1
2023-11-21 03:06:15,56.4,-60,1.5999999999999943,28.5504,7.0,1
2023-11-21 03:11:16,56.4,-61,3.200000000000003,28.4774,7.0,1
2023-11-21 03:16:16,56.4,-61,3.200000000000003,28.5565,7.0,1
2023-11-21 03:21:17,55.3,-59,3.200000000000003,28.5127,7.0,1
2023-11-21 03:26:17,56.4,-61,0.0,28.3331,7.0,1
2023-11-21 03:31:17,55.8,-61,0.0,28.4783,7.0,1
2023-11-21 03:36:18,55.8,-60,1.5999999999999943,28.4972,7.0,1
2023-11-21 03:41:18,55.8,-61,0.0,28.7218,7.0,1
2023-11-21 03:46:18,56.4,-60,3.299999999999997,28.2597,7.0,1
2023-11-21 03:51:19,55.8,-60,1.5999999999999943,28.4177,7.0,1
2023-11-21 03:56:19,55.8,-60,0.0,27.9711,7.0,1
2023-11-21 04:01:19,55.8,-60,29.700000000000003,28.9387,7.0,1
2023-11-21 04:06:20,56.4,-61,0.0,28.6973,7.0,1
2023-11-21 04:11:20,55.8,-60,0.0,28.4972,7.0,1
2023-11-21 04:16:21,56.9,-60,1.7000000000000028,28.5071,7.0,1
2023-11-21 04:21:21,55.8,-61,0.0,28.5084,7.0,1
2023-11-21 04:26:21,55.8,-60,1.5999999999999943,28.4448,7.0,1
2023-11-21 04:31:22,55.8,-60,1.7000000000000028,28.3868,7.0,1
2023-11-21 04:36:22,55.8,-60,1.5999999999999943,28.3542,7.0,1
2023-11-21 04:41:23,55.8,-60,0.0,28.4663,7.0,1
2023-11-21 04:46:23,55.8,-60,6.200000000000003,29.0482,7.0,1
2023-11-21 04:51:23,55.8,-60,1.5999999999999943,28.7527,7.0,1
2023-11-21 04:56:24,55.8,-60,0.0,28.7119,7.0,1
2023-11-21 05:01:24,55.8,-60,3.200000000000003,28.6935,7.0,1
2023-11-21 05:06:24,55.8,-60,1.5999999999999943,28.5414,7.0,1
2023-11-21 05:11:25,55.8,-60,0.0,28.6892,7.0,1
2023-11-21 05:16:25,56.9,-60,1.5999999999999943,28.3181,7.0,1
2023-11-21 05:21:26,55.8,-61,0.0,28.328,7.0,1
2023-11-21 05:26:26,55.8,-61,1.5999999999999943,28.1923,7.0,1
2023-11-21 05:31:26,55.8,-61,0.0,28.3529,7.0,1
2023-11-21 05:36:27,55.8,-60,1.5999999999999943,28.2567,7.0,1
2023-11-21 05:41:27,56.4,-61,0.0,28.2923,7.0,1
2023-11-21 05:46:28,57.5,-60,3.299999999999997,28.1352,7.0,1
2023-11-21 05:51:28,55.8,-60,0.0,28.3765,7.0,1
2023-11-21 05:56:28,55.8,-61,1.5999999999999943,28.1841,7.0,1
2023-11-21 06:01:29,55.8,-61,0.0,28.4525,7.0,1
2023-11-21 06:06:29,55.8,-60,1.5999999999999943,28.2241,7.0,1
2023-11-21 06:11:30,55.8,-60,0.0,28.2361,7.0,1
2023-11-21 06:16:30,56.4,-60,1.5999999999999943,28.3117,7.0,1
2023-11-21 06:21:30,55.3,-60,3.200000000000003,28.7317,7.0,1
2023-11-21 06:26:31,55.8,-61,1.5999999999999943,28.3357,7.0,1
2023-11-21 06:31:31,55.8,-61,3.200000000000003,28.6827,7.0,1
2023-11-21 06:36:31,55.3,-60,0.0,28.7003,7.0,1
2023-11-21 06:41:32,55.8,-61,1.5999999999999943,28.593,7.0,1
2023-11-21 06:46:32,56.4,-61,28.299999999999997,28.8309,7.0,1
2023-11-21 06:51:33,55.3,-60,1.5999999999999943,28.4697,7.0,1
2023-11-21 06:56:33,55.8,-59,1.5999999999999943,28.3542,7.0,1
2023-11-21 07:01:33,56.4,-60,1.5999999999999943,28.2846,7.0,1
2023-11-21 07:06:34,55.3,-60,1.5999999999999943,28.5075,7.0,1
2023-11-21 07:11:34,55.8,-59,1.5999999999999943,28.4517,7.0,1
2023-11-21 07:16:34,56.4,-61,1.7000000000000028,28.5951,7.0,1
2023-11-21 07:21:35,55.8,-60,1.5999999999999943,29.0533,7.0,1
2023-11-21 07:26:35,55.8,-60,1.5999999999999943,28.7914,7.0,1
2023-11-21 07:31:35,55.8,-60,1.7000000000000028,28.7703,7.0,1
2023-11-21 07:36:36,55.3,-60,1.5999999999999943,28.7257,7.0,1
2023-11-21 07:41:36,55.8,-60,0.0,28.8691,7.0,1
2023-11-21 07:46:36,56.4,-59,1.7000000000000028,29.3857,7.0,1
2023-11-21 07:51:37,55.8,-60,3.200000000000003,28.7957,7.0,1
2023-11-21 07:56:37,55.8,-60,0.0,28.7476,7.0,1
2023-11-21 08:01:38,55.8,-61,3.200000000000003,28.7733,7.0,1
2023-11-21 08:06:38,55.8,-60,0.0,28.9292,7.0,1
2023-11-21 08:11:38,55.3,-60,1.5999999999999943,28.6282,7.0,1
2023-11-21 08:16:39,56.9,-59,1.5999999999999943,28.6196,7.0,1
2023-11-21 08:21:39,55.8,-60,1.5999999999999943,28.4701,7.0,1
2023-11-21 08:26:39,55.8,-60,0.0,28.5234,7.0,1
2023-11-21 08:31:40,55.8,-60,1.7000000000000028,28.5732,7.0,1
2023-11-21 08:36:40,55.8,-60,0.0,28.76,7.0,1
2023-11-21 08:41:41,55.8,-60,0.0,28.2331,7.0,1
2023-11-21 08:46:41,56.4,-60,1.7000000000000028,28.4929,7.0,1
2023-11-21 08:51:41,55.8,-61,1.5999999999999943,28.7476,7.0,1
2023-11-21 08:56:42,55.8,-60,1.5999999999999943,28.5629,7.0,1
2023-11-21 09:01:42,55.8,-60,1.5999999999999943,28.9859,7.0,1
2023-11-21 09:06:43,55.8,-61,1.5999999999999943,28.6935,7.0,1
2023-11-21 09:11:43,55.8,-59,1.5999999999999943,28.6952,7.0,1
2023-11-21 09:16:43,56.4,-60,0.0,28.8661,7.0,1
2023-11-21 09:21:44,55.8,-61,1.5999999999999943,28.8506,7.0,1
2023-11-21 09:26:44,55.8,-61,0.0,29.2049,7.0,1
2023-11-21 09:31:45,55.8,-60,3.299999999999997,28.9464,7.0,1
2023-11-21 09:36:45,55.8,-60,1.5999999999999943,28.7042,7.0,1
2023-11-21 09:41:45,55.3,-60,1.5999999999999943,28.6917,7.0,1
2023-11-21 09:46:46,55.8,-60,1.5999999999999943,28.1137,7.0,1
2023-11-21 09:51:46,55.8,-60,3.200000000000003,28.176,7.0,1
2023-11-21 09:56:46,55.8,-60,0.0,28.4246,7.0,1
2023-11-21 10:01:46,55.8,-60,1.7000000000000028,28.8377,7.0,1
2023-11-21 10:06:47,54.8,-60,1.5999999999999943,28.6703,7.0,1
2023-11-21 10:11:47,55.3,-60,1.5999999999999943,28.6789,7.0,1
2023-11-21 10:16:48,56.4,-60,0.0,28.1373,7.0,1
2023-11-21 10:21:48,55.8,-60,0.0,28.1966,7.0,1
2023-11-21 10:26:48,55.3,-60,1.5999999999999943,27.9797,7.0,1
2023-11-21 10:31:49,55.8,-60,3.200000000000003,28.3572,7.0,1
2023-11-21 10:36:49,55.8,-60,3.200000000000003,28.3065,7.0,1
2023-11-21 10:41:50,55.8,-59,0.0,28.0785,7.0,1
2023-11-21 10:46:50,56.9,-60,1.7000000000000028,29.3935,7.0,1
2023-11-21 10:51:50,55.8,-60,0.0,29.3612,7.0,1
2023-11-21 10:56:51,55.8,-60,1.5999999999999943,29.0739,7.0,1
2023-11-21 11:01:51,56.4,-60,4.799999999999997,28.9795,7.0,1
2023-11-21 11:06:51,55.8,-59,0.0,28.7347,7.0,1
2023-11-21 11:11:52,55.8,-59,0.0,28.833,7.0,1
2023-11-21 11:16:52,56.4,-60,1.5999999999999943,29.0027,7.0,1
2023-11-21 11:21:53,55.8,-60,1.5999999999999943,28.8274,7.0,1
2023-11-21 11:26:53,55.8,-60,1.5999999999999943,28.3177,7.0,1
2023-11-21 11:31:53,55.8,-60,1.5999999999999943,28.6643,7.0,1
2023-11-21 11:36:54,55.8,-59,3.200000000000003,28.5938,7.0,1
2023-11-21 11:41:54,55.8,-60,1.5999999999999943,28.6363,7.0,1
2023-11-21 11:46:54,56.4,-60,3.200000000000003,28.5668,7.0,1
2023-11-21 11:51:55,55.8,-60,1.5999999999999943,28.5178,7.0,1
2023-11-21 11:56:55,56.4,-60,1.5999999999999943,28.3027,7.0,1
2023-11-21 12:01:56,55.8,-59,1.5999999999999943,28.8794,7.0,1
2023-11-21 12:06:56,55.8,-59,0.0,28.6587,7.0,1
2023-11-21 12:11:56,55.8,-60,1.5999999999999943,28.3568,7.0,1
2023-11-21 12:16:57,56.9,-60,3.200000000000003,28.8669,7.0,1
2023-11-21 12:21:57,55.8,-60,1.5999999999999943,28.7102,7.0,1
2023-11-21 12:26:58,55.8,-60,4.700000000000003,28.8249,7.0,1
2023-11-21 12:31:58,55.8,-59,3.200000000000003,28.7733,7.0,1
2023-11-21 12:36:58,55.8,-60,0.0,28.7802,7.0,1
2023-11-21 12:41:59,55.8,-60,1.5999999999999943,28.7437,7.0,1
2023-11-21 12:46:59,56.9,-60,3.200000000000003,28.8339,7.0,1
2023-11-21 12:51:59,56.4,-60,1.5999999999999943,28.7003,7.0,1
2023-11-21 12:57:00,55.8,-59,1.5999999999999943,28.5723,7.0,1
2023-11-21 13:02:00,55.8,-60,3.200000000000003,28.8618,7.0,1
2023-11-21 13:07:01,55.8,-59,3.200000000000003,28.9773,7.0,1
2023-11-21 13:12:01,55.8,-60,1.5999999999999943,28.8399,7.0,1
2023-11-21 13:17:01,56.9,-60,1.5999999999999943,28.3031,7.0,1
2023-11-21 13:22:02,55.8,-60,1.5999999999999943,28.2808,7.0,1
2023-11-21 13:27:02,55.8,-60,1.5999999999999943,28.401,7.0,1
2023-11-21 13:32:03,56.4,-49,1.5999999999999943,28.4109,7.0,1
2023-11-21 13:37:03,55.8,-48,1.5999999999999943,28.5474,7.0,1
2023-11-21 13:42:03,56.4,-49,1.5999999999999943,28.4057,7.0,1
2023-11-21 13:47:04,56.9,-48,1.7000000000000028,27.7744,7.0,1
2023-11-21 13:52:04,56.9,-62,0.0,28.1103,7.0,1
2023-11-21 13:57:04,56.9,-61,1.5999999999999943,28.2258,7.0,1
2023-11-21 14:02:05,56.4,-62,1.5999999999999943,28.5316,7.0,1
2023-11-21 14:07:05,55.8,-61,3.200000000000003,28.6419,7.0,1
2023-11-21 14:12:06,55.8,-61,0.0,28.5865,7.0,1
2023-11-21 14:17:06,56.9,-61,1.5999999999999943,28.6226,7.0,1
2023-11-21 14:22:06,55.8,-60,0.0,28.6226,7.0,1
2023-11-21 14:27:07,56.4,-61,1.5999999999999943,28.6016,7.0,1
2023-11-21 14:32:07,56.4,-60,1.7000000000000028,28.7381,7.0,1
2023-11-21 14:37:07,56.4,-60,1.5999999999999943,28.7196,7.0,1
2023-11-21 14:42:08,55.8,-60,0.0,28.8,7.0,1
2023-11-21 14:47:08,57.5,-63,1.7000000000000028,28.3439,7.0,1
2023-11-21 14:52:09,56.4,-62,0.0,28.4259,7.0,1
2023-11-21 14:57:09,56.4,-61,0.0,28.3804,7.0,1
2023-11-21 15:02:09,56.4,-62,1.5999999999999943,28.6638,7.0,1
2023-11-21 15:07:10,55.8,-61,1.5999999999999943,28.4169,7.0,1
2023-11-21 15:12:10,55.8,-61,3.200000000000003,28.4354,7.0,1
2023-11-21 15:17:11,56.9,-60,3.299999999999997,28.2696,7.0,1
2023-11-21 15:22:11,55.8,-61,3.200000000000003,28.495,7.0,1
2023-11-21 15:27:11,55.8,-61,1.5999999999999943,28.2842,7.0,1
2023-11-21 15:32:12,56.4,-60,1.5999999999999943,28.2447,7.0,1
2023-11-21 15:37:12,56.4,-60,1.5999999999999943,28.3804,7.0,1
2023-11-21 15:42:13,56.4,-60,1.5999999999999943,28.6466,7.0,1
2023-11-21 15:47:13,56.9,-61,3.200000000000003,28.7244,7.0,1
2023-11-21 15:52:13,56.4,-60,0.0,28.69,7.0,1
2023-11-21 15:57:14,55.8,-59,1.5999999999999943,28.6703,7.0,1
2023-11-21 16:02:14,56.4,-61,3.200000000000003,28.8128,7.0,1
2023-11-21 16:07:14,56.4,-60,1.5999999999999943,28.8953,7.0,1
2023-11-21 16:12:15,55.8,-60,1.5999999999999943,28.6496,7.0,1
2023-11-21 16:17:15,56.9,-60,0.0,28.6423,7.0,1
2023-11-21 16:22:16,55.8,-61,1.5999999999999943,28.8034,7.0,1
2023-11-21 16:27:16,55.8,-60,1.5999999999999943,28.3718,7.0,1
2023-11-21 16:32:16,55.8,-61,4.799999999999997,28.2099,7.0,1
2023-11-21 16:37:17,55.8,-60,1.5999999999999943,28.4646,7.0,1
2023-11-21 16:42:17,55.8,-61,1.5999999999999943,28.5371,7.0,1
2023-11-21 16:47:18,56.4,-61,3.200000000000003,28.8012,7.0,1
2023-11-21 16:52:18,56.4,-59,1.5999999999999943,28.8012,7.0,1
2023-11-21 16:57:18,56.4,-60,3.200000000000003,28.8081,7.0,1
2023-11-21 17:02:19,55.8,-61,3.200000000000003,29.2066,7.0,1
2023-11-21 17:07:19,55.8,-61,0.0,29.1512,7.0,1
2023-11-21 17:12:19,55.8,-60,1.5999999999999943,29.0542,7.0,1
2023-11-21 17:17:20,56.9,-61,0.0,28.9146,7.0,1
2023-11-21 17:22:20,55.8,-61,0.0,28.9722,7.0,1
2023-11-21 17:27:20,55.8,-60,0.0,28.7347,7.0,1
2023-11-21 17:32:21,56.4,-60,4.799999999999997,28.8554,7.0,1
2023-11-21 17:37:21,55.8,-61,0.0,28.541,7.0,1
2023-11-21 17:42:22,55.8,-61,0.0,28.7759,7.0,1
2023-11-21 17:47:22,55.8,-61,1.5999999999999943,28.9816,7.0,1
2023-11-21 17:52:22,55.8,-60,3.200000000000003,28.8369,7.0,1
2023-11-21 17:57:23,55.8,-60,1.5999999999999943,28.4379,7.0,1
2023-11-21 18:02:23,55.8,-61,1.7000000000000028,28.6084,7.0,1
2023-11-21 18:07:24,55.8,-60,1.5999999999999943,28.6733,7.0,1
2023-11-21 18:12:24,55.8,-61,1.5999999999999943,28.5582,7.0,1
2023-11-21 18:17:24,56.9,-61,3.299999999999997,28.7179,7.0,1
2023-11-21 18:22:25,56.4,-61,1.5999999999999943,28.7952,7.0,1
2023-11-21 18:27:25,56.4,-61,28.599999999999994,28.7454,7.0,1
2023-11-21 18:32:26,55.8,-60,3.200000000000003,28.8201,7.0,1
2023-11-21 18:37:26,55.8,-60,0.0,28.9284,7.0,1
2023-11-21 18:42:26,55.8,-60,1.5999999999999943,28.6887,7.0,1
2023-11-21 18:47:27,56.9,-60,1.7000000000000028,28.699,7.0,1
2023-11-21 18:52:27,55.8,-60,0.0,28.6329,7.0,1
2023-11-21 18:57:28,55.8,-60,1.5999999999999943,28.6166,7.0,1
2023-11-21 19:02:28,55.8,-61,1.7000000000000028,28.4268,7.0,1
2023-11-21 19:07:28,56.4,-60,1.5999999999999943,28.5174,7.0,1
